Date,Open,High,Low,Close,Volume,close_diff
2018-01-02,0.9746999740600586,0.9747700095176697,0.9699000120162964,0.9747200012207031,0,0.0010166817464154487
2018-01-03,0.9714999794960022,0.9796900153160095,0.9711999893188477,0.9714599847793579,0,-0.003344567093383266
2018-01-04,0.9771000146865845,0.9779199957847595,0.9736999869346619,0.9771400094032288,0,0.005846895098989613
2018-01-05,0.974399983882904,0.9782500267028809,0.973800003528595,0.974399983882904,0,-0.0028041278567624284
2018-01-08,0.9750800132751465,0.9783400297164917,0.9745000004768372,0.975059986114502,0,0.0006773422029091591
2018-01-09,0.9774900078773499,0.9840700030326843,0.9764000177383423,0.977370023727417,0,0.0023691235880987094
2018-01-10,0.9839100241661072,0.9844599962234497,0.9754499793052673,0.983780026435852,0,0.00655841958809944
2018-01-11,0.9777200222015381,0.981410026550293,0.9731000065803528,0.977649986743927,0,-0.00623110810059202
2018-01-12,0.9757199883460999,0.9769600033760071,0.9698500037193298,0.9756699800491333,0,-0.0020252715405726374
2018-01-15,0.9681000113487244,0.9684200286865234,0.9602000117301941,0.9678999781608582,0,-0.007963760336137327
2018-01-16,0.9631999731063843,0.9664400219917297,0.9618800282478333,0.9630699753761292,0,-0.004990187926139478
2018-01-17,0.9591599702835083,0.9649800062179565,0.9574199914932251,0.9591000080108643,0,-0.004122200324762959
2018-01-18,0.9650800228118896,0.9655200242996216,0.957830011844635,0.9650499820709229,0,0.006203705568096796
2018-01-19,0.9588299989700317,0.9621300101280212,0.9535999894142151,0.9587699770927429,0,-0.006507440127301534
2018-01-22,0.9616199731826782,0.9637699723243713,0.9592000246047974,0.9613999724388123,0,0.0027430931390282076
2018-01-23,0.961899995803833,0.9632700085639954,0.9567700028419495,0.9620500206947327,0,0.0006761475707883768
2018-01-24,0.9567999839782715,0.9574800133705139,0.9430099725723267,0.9565799832344055,0,-0.005685813983328014
2018-01-25,0.9462100267410278,0.9465299844741821,0.9289399981498718,0.9463199973106384,0,-0.01072569581591687
2018-01-26,0.9417999982833862,0.9424300193786621,0.9330499768257141,0.9417999982833862,0,-0.004776395976094361
2018-01-29,0.9336699843406677,0.9385700225830078,0.9334999918937683,0.9336599707603455,0,-0.00864305323622594
2018-01-30,0.9373400211334229,0.9391999840736389,0.9310200214385986,0.9372000098228455,0,0.0037915720640964157
2018-01-31,0.9346299767494202,0.9358299970626831,0.929390013217926,0.9345899820327759,0,-0.002784920788213574
2018-02-01,0.9312499761581421,0.9340900182723999,0.9266700148582458,0.9309999942779541,0,-0.0038412435654546773
2018-02-02,0.9259899854660034,0.9334800243377686,0.9258099794387817,0.9259799718856812,0,-0.00539207564245614
2018-02-05,0.9311299920082092,0.937529981136322,0.928600013256073,0.9310799837112427,0,0.00550769128966766
2018-02-06,0.9312400221824646,0.9396100044250488,0.930620014667511,0.9312000274658203,0,0.0001289295835780191
2018-02-07,0.9360399842262268,0.9449099898338318,0.9341199994087219,0.9360600113868713,0,0.0052190547440993384
