OrderID	OrderType	Status	Symbol	Time	Comment	Volume	Price	TakeProfit	StopLoss	Profit	Swap	Commission	Balance	Equity	Margin	FreeMargin
14	buy	OPEN	USDCHF	02:01:2018 14:00:00	CSV Order #7	0.1	0.9714	0.9724	0.9709000000000001	0.0	0.0	0.0	9968.42	9968.21	100.0	9868.21
14	buy	CLOSE	USDCHF	02:01:2018 14:57:35	CSV Order #7 - CLOSED	0.1	0.9709	0.0	0.0	-5.5	0.0	-0.35000000000000003	9963.27	9963.27	0.0	9963.27
16	buy	OPEN	USDCHF	02:01:2018 15:00:00	CSV Order #8	0.1	0.97113	0.97213	0.9706300000000001	0.0	0.0	0.0	9963.27	9962.96	100.0	9862.96
17	buy	OPEN	USDCHF	02:01:2018 16:00:00	CSV Order #9	0.1	0.9717	0.9727	0.9712000000000001	0.0	0.0	0.0	9963.27	9968.72	200.0	9768.72
16	buy	CLOSE	USDCHF	02:01:2018 16:13:16	CSV Order #8 - CLOSED	0.1	0.97213	0.0	0.0	9.94	0.0	-0.35000000000000003	9973.56	9977.98	100.0	9877.98
17	buy	CLOSE	USDCHF	02:01:2018 16:48:41	CSV Order #9 - CLOSED	0.1	0.9727	0.0	0.0	9.93	0.0	-0.35000000000000003	9983.84	9983.84	0.0	9983.84
20	buy	OPEN	USDCHF	02:01:2018 17:00:00	CSV Order #10	0.1	0.97283	0.97383	0.97233	0.0	0.0	0.0	9983.84	9983.63	100.0	9883.63
20	buy	CLOSE	USDCHF	02:01:2018 17:14:39	CSV Order #10 - CLOSED	0.1	0.9723	0.0	0.0	-5.8	0.0	-0.35000000000000003	9978.39	9978.39	0.0	9978.39
22	buy	OPEN	USDCHF	02:01:2018 18:00:00	CSV Order #11	0.1	0.97232	0.97332	0.97182	0.0	0.0	0.0	9978.39	9978.18	100.0	9878.18
22	buy	CLOSE	USDCHF	02:01:2018 18:06:59	CSV Order #11 - CLOSED	0.1	0.97181	0.0	0.0	-5.6	0.0	-0.35000000000000003	9973.14	9973.14	0.0	9973.14
